00000001	00000106	-0000013
00000000	00000107	-0000005
00000003	00000104	00000002
00000013	00000105	00000009
00000028	00000095	00000016
00000048	00000111	00000023
00000074	00000121	00000029
00000104	00000151	00000035
00000139	00000173	00000040
00000179	00000233	00000044
00000222	00000295	00000048
00000269	00000353	00000053
00000319	00000405	00000057
00000371	00000463	00000061
00000425	00000534	00000065
00000480	00000597	00000068
00000536	00000652	00000070
00000591	00000697	00000071
00000646	00000734	00000071
00000699	00000762	00000070
00000750	00000784	00000068
00000798	00000800	00000065
00000843	00000814	00000061
00000884	00000826	00000057
00000921	00000839	00000053
00000952	00000853	00000048
00000979	00000870	00000042
00000999	00000889	00000035
00001013	00000909	00000028
00001021	00000928	00000021
00001022	00000946	00000014
00001017	00000958	00000006
00001005	00000964	-0000003
00000987	00000961	-0000012
00000963	00000947	-0000021
00000932	00000920	-0000031
00000896	00000879	-0000042
00000855	00000843	-0000053
00000808	00000823	-0000063
00000758	00000790	-0000072
00000705	00000744	-0000079
00000648	00000687	-0000084
00000590	00000619	-0000087
00000530	00000543	-0000088
00000470	00000462	-0000087
00000410	00000378	-0000084
00000352	00000296	-0000080
00000296	00000236	-0000076
00000242	00000179	-0000070
00000192	00000125	-0000063
00000147	00000078	-0000056
00000107	00000059	-0000049
00000072	00000047	-0000042
00000044	00000043	-0000035
00000022	00000049	-0000028
00000007	00000049	-0000021
00000000	00000050	-0000014
00000001	00000048	-0000007
00000009	00000051	00000001
00000024	00000059	00000009
00000047	00000069	00000018
00000077	00000082	00000026
00000113	00000101	00000034
00000156	00000126	00000042
00000204	00000160	00000051
00000257	00000202	00000060
00000314	00000253	00000068
00000374	00000312	00000075
00000437	00000383	00000081
00000501	00000462	00000086
00000565	00000547	00000091
00000629	00000636	00000094
00000690	00000725	00000095
00000749	00000811	00000094
00000805	00000891	00000091
00000856	00000960	00000086
00000901	00001017	00000080
00000940	00001059	00000072
00000972	00001083	00000061
00000997	00001091	00000049
00001013	00001082	00000036
00001022	00001056	00000023
00001021	00001017	00000010
00001012	00000966	-0000003
00000995	00000935	-0000017
00000970	00000900	-0000030
00000936	00000854	-0000042
00000895	00000801	-0000053
00000848	00000742	-0000063
00000794	00000681	-0000072
00000736	00000620	-0000080
00000673	00000562	-0000087
00000607	00000507	-0000091
00000540	00000456	-0000094
00000472	00000409	-0000096
00000404	00000367	-0000096
00000338	00000327	-0000095
00000276	00000288	-0000093
00000217	00000249	-0000089
00000163	00000210	-0000083
00000116	00000188	-0000075
00000076	00000170	-0000067
00000043	00000146	-0000057
00000020	00000150	-0000046
00000005	00000151	-0000034
00000000	00000148	-0000020
00000004	00000151	-0000006
00000018	00000140	00000009
00000041	00000152	00000024
00000073	00000162	00000038
00000114	00000195	00000050
00000162	00000227	00000061
00000217	00000283	00000070
00000278	00000369	00000077
00000344	00000451	00000083
00000413	00000527	00000088
00000484	00000592	00000092
00000556	00000694	00000094
00000627	00000785	00000095
00000696	00000865	00000095
00000761	00000930	00000094
00000822	00000979	00000092
00000876	00001012	00000087
00000923	00001029	00000080
00000962	00001032	00000072
00000992	00001022	00000061
00001012	00001002	00000048
00001022	00000972	00000035
00001021	00000937	00000021
00001009	00000896	00000006
00000988	00000853	-0000010
00000956	00000821	-0000027
00000915	00000786	-0000043
00000865	00000750	-0000058
00000807	00000712	-0000072
00000743	00000673	-0000084
00000674	00000633	-0000095
00000602	00000591	-0000104
00000527	00000546	-0000110
00000452	00000497	-0000114
00000378	00000443	-0000115
00000306	00000384	-0000113
00000239	00000321	-0000108
00000178	00000293	-0000101
00000124	00000257	-0000091
00000079	00000216	-0000080
00000043	00000226	-0000068
00000017	00000220	-0000054
00000003	00000221	-0000038
00000000	00000221	-0000020
00000008	00000200	-0000002
00000029	00000224	00000017
00000060	00000230	00000034
00000101	00000260	00000050
00000153	00000291	00000065
00000212	00000338	00000077
00000279	00000431	00000087
00000351	00000516	00000095
00000427	00000590	00000102
00000505	00000662	00000108
00000584	00000766	00000112
00000661	00000856	00000114
00000734	00000931	00000113
00000803	00000988	00000109
00000864	00001029	00000103
00000917	00001051	00000093
00000961	00001058	00000081
00000993	00001049	00000067
00001014	00001028	00000051
00001022	00000995	00000034
00001018	00000954	00000016
00001002	00000906	-0000002
00000973	00000877	-0000020
00000932	00000842	-0000039
00000881	00000801	-0000056
00000821	00000755	-0000071
00000753	00000706	-0000085
00000678	00000655	-0000099
00000599	00000600	-0000111
00000518	00000542	-0000120
00000436	00000481	-0000126
00000356	00000416	-0000128
00000280	00000348	-0000127
00000210	00000052	-0000122
00000147	00000094	-0000113
00000094	00000122	-0000101
00000052	00000132	-0000087
00000021	00000134	-0000070
00000004	00000137	-0000050
00000000	00000128	-0000028
00000009	00000132	-0000005
00000032	00000133	00000018
00000068	00000120	00000040
00000116	00000094	00000060
00000175	00000060	00000077
00000243	00000042	00000092
00000318	00000105	00000104
00000399	00000201	00000113
00000483	00000320	00000120
00000568	00000454	00000125
00000651	00000596	00000126
00000731	00000735	00000124
00000805	00000861	00000119
00000870	00001004	00000111
00000926	00001155	00000100
00000970	00001280	00000087
00001002	00001371	00000071
00001019	00001420	00000052
00001022	00001423	00000032
00001010	00001376	00000012
00000984	00001296	-0000009
00000944	00001307	-0000030
00000892	00001272	-0000051
00000829	00001190	-0000071
00000756	00001067	-0000090
00000676	00000909	-0000108
00000590	00000785	-0000122
00000503	00000672	-0000132
00000415	00000533	-0000139
00000330	00000446	-0000143
00000251	00000404	-0000142
00000179	00000369	-0000137
00000117	00000355	-0000128
00000066	00000344	-0000114
00000029	00000369	-0000095
00000007	00000357	-0000073
00000000	00000370	-0000048
00000008	00000362	-0000022
00000032	00000354	00000006
00000070	00000398	00000033
00000123	00000423	00000059
00000187	00000443	00000084
00000262	00000494	00000106
00000344	00000531	00000125
00000432	00000559	00000139
00000522	00000582	00000149
00000613	00000605	00000154
00000700	00000633	00000153
00000781	00000670	00000148
00000854	00000718	00000139
00000916	00000777	00000125
00000966	00000845	00000107
00001000	00000918	00000086
00001019	00000990	00000062
00001021	00001055	00000037
00001007	00001104	00000012
00000977	00001129	-0000015
00000931	00001125	-0000042
00000872	00001086	-0000068
00000800	00001031	-0000093
00000719	00001040	-0000115
00000630	00001015	-0000133
00000538	00000953	-0000147
00000444	00000853	-0000156
00000353	00000774	-0000159
00000267	00000721	-0000157
00000188	00000630	-0000149
00000121	00000615	-0000136
00000067	00000620	-0000118
00000028	00000591	-0000097
00000005	00000615	-0000072
00000000	00000583	-0000044
00000012	00000589	-0000015
00000042	00000621	00000015
00000088	00000612	00000045
00000148	00000675	00000073
00000222	00000693	00000099
00000306	00000787	00000122
00000397	00000921	00000140
00000492	00001015	00000153
00000588	00001087	00000161
00000682	00001220	00000165
00000770	00001308	00000164
00000848	00001349	00000157
00000915	00001343	00000144
00000967	00001296	00000126
00001002	00001219	00000104
00001020	00001216	00000077
00001020	00001172	00000046
00001001	00001095	00000014
00000964	00000992	-0000018
00000910	00000872	-0000050
00000842	00000744	-0000080
00000761	00000616	-0000107
00000670	00000497	-0000131
00000574	00000390	-0000151
00000475	00000300	-0000166
00000378	00000227	-0000176
00000285	00000172	-0000179
00000200	00000131	-0000175
00000128	00000101	-0000164
00000069	00000089	-0000146
00000028	00000081	-0000122
00000004	00000073	-0000093
00000000	00000080	-0000060
00000016	00000076	-0000025
00000051	00000070	00000012
00000104	00000069	00000049
00000172	00000102	00000084
00000254	00000166	00000115
00000346	00000248	00000142
00000445	00000379	00000164
00000546	00000522	00000180
00000646	00000669	00000189
00000741	00000811	00000190
00000827	00000937	00000183
00000901	00001089	00000168
00000959	00001242	00000146
00000999	00001363	00000117
00001020	00001444	00000084
00001020	00001475	00000048
00001000	00001452	00000011
00000960	00001373	-0000027
00000901	00001364	-0000062
00000827	00001355	-0000094
00000739	00001291	-0000124
00000642	00001173	-0000149
00000540	00001023	-0000169
00000436	00000961	-0000183
00000335	00000848	-0000189
00000241	00000743	-0000187
00000159	00000761	-0000178
00000091	00000718	-0000162
00000040	00000735	-0000139
00000009	00000716	-0000111
00000000	00000681	-0000077
00000011	00000735	-0000040
00000045	00000726	00000000
00000098	00000766	00000040
00000168	00000794	00000078
00000254	00000813	00000113
00000351	00000968	00000143
00000454	00001078	00000168
00000561	00001139	00000187
00000665	00001273	00000199
00000763	00001376	00000202
00000850	00001427	00000196
00000922	00001425	00000182
00000977	00001374	00000160
00001011	00001296	00000131
00001022	00001297	00000096
00001012	00001252	00000057
00000979	00001168	00000014
00000925	00001051	-0000030
00000853	00000912	-0000073
00000765	00000760	-0000113
00000666	00000604	-0000148
00000559	00000491	-0000178
00000450	00000386	-0000200
00000344	00000284	-0000212
00000245	00000208	-0000214
00000159	00000183	-0000208
00000088	00000163	-0000193
00000036	00000162	-0000169
00000007	00000147	-0000137
00000000	00000161	-0000097
00000017	00000164	-0000052
00000057	00000177	-0000004
00000118	00000206	00000044
00000198	00000243	00000090
00000292	00000337	00000133
00000397	00000441	00000170
00000507	00000552	00000200
00000618	00000666	00000220
00000724	00000775	00000230
00000819	00000913	00000229
00000901	00001055	00000217
00000963	00001181	00000195
00001004	00001283	00000163
00001022	00001350	00000123
00001015	00001377	00000077
00000983	00001356	00000027
00000929	00001284	-0000025
00000854	00001272	-0000077
00000763	00001267	-0000125
00000659	00001212	-0000167
00000547	00001107	-0000201
00000434	00000990	-0000225
00000324	00000944	-0000239
00000224	00000846	-0000241
00000137	00000799	-0000232
00000069	00000827	-0000212
00000023	00000789	-0000181
00000001	00000821	-0000141
00000005	00000796	-0000094
00000034	00000769	-0000043
00000087	00000832	00000010
00000162	00000823	00000064
00000254	00000927	00000115
00000360	00000974	00000160
00000473	00001097	00000198
00000589	00001304	00000227
00000700	00001449	00000244
00000803	00001535	00000249
00000890	00001723	00000242
00000958	00001835	00000221
00001002	00001862	00000189
00001022	00001804	00000148
00001015	00001702	00000098
00000981	00001741	00000042
00000923	00001697	-0000016
00000843	00001573	-0000074
00000746	00001376	-0000129
00000636	00001266	-0000179
00000519	00001132	-0000220
00000402	00000938	-0000249
00000290	00000935	-0000264
00000190	00000896	-0000265
00000107	00000878	-0000252
00000046	00000874	-0000226
00000009	00000793	-0000188
00000000	00000873	-0000140
00000018	00000879	-0000084
00000063	00000886	-0000022
00000132	00000929	00000042
00000222	00000907	00000104
00000328	00001062	00000161
00000445	00001194	00000210
00000565	00001270	00000248
00000682	00001390	00000272
00000790	00001513	00000281
00000882	00001573	00000275
00000954	00001571	00000254
00001002	00001509	00000219
00001022	00001441	00000173
00001013	00001446	00000116
00000977	00001393	00000052
00000914	00001290	-0000015
00000828	00001143	-0000081
00000725	00000962	-0000142
00000609	00000849	-0000196
00000487	00000728	-0000240
00000366	00000585	-0000271
00000254	00000547	-0000287
00000156	00000519	-0000288
00000079	00000501	-0000273
00000026	00000503	-0000242
00000001	00000460	-0000196
00000006	00000499	-0000139
00000040	00000010	-0000075
00000102	00000036	-0000006
00000187	00000085	00000065
00000292	00000162	00000132
00000409	00000268	00000192
00000533	00000400	00000242
00000655	00000552	00000278
00000770	00000715	00000299
00000869	00000875	00000303
00000947	00001017	00000289
00000999	00001190	00000258
00001022	00001350	00000212
00001014	00001469	00000153
00000976	00001531	00000084
00000910	00001525	00000010
00000820	00001442	-0000065
00000712	00001444	-0000137
00000590	00001459	-0000201
00000464	00001398	-0000253
00000341	00001271	-0000290
00000228	00001275	-0000311
00000132	00001194	-0000314
00000059	00001148	-0000299
00000014	00001218	-0000266
00000000	00001181	-0000215
00000017	00001213	-0000151
00000065	00001181	-0000076
00000140	00001137	00000004
00000239	00001244	00000084
00000355	00001256	00000160
00000481	00001434	00000228
00000609	00001502	00000282
00000731	00001732	00000318
00000839	00002015	00000334
00000927	00002179	00000329
00000988	00002314	00000304
00001019	00002512	00000259
00001018	00002564	00000197
00000984	00002461	00000123
00000920	00002389	00000041
00000830	00002465	-0000044
00000718	00002388	-0000126
00000594	00002160	-0000201
00000464	00002156	-0000263
00000337	00002008	-0000310
00000221	00001861	-0000338
00000124	00001968	-0000344
00000052	00001910	-0000329
00000010	00001950	-0000293
00000000	00001924	-0000237
00000025	00001785	-0000165
00000081	00001956	-0000081
00000166	00001955	00000009
00000274	00002048	00000098
00000398	00002124	00000180
00000530	00002110	00000251
00000660	00002464	00000306
00000781	00002657	00000343
00000883	00002709	00000359
00000961	00002957	00000352
00001008	00003021	00000321
00001022	00002893	00000269
00001002	00002820	00000199
00000947	00002905	00000114
00000864	00002802	00000020
00000756	00002521	-0000076
00000631	00002498	-0000168
00000497	00002298	-0000249
00000365	00002100	-0000313
00000242	00002196	-0000355
00000138	00002108	-0000374
00000060	00002154	-0000369
00000013	00002113	-0000339
00000000	00001981	-0000284
00000023	00002152	-0000209
00000080	00002133	-0000120
00000167	00002199	-0000022
00000279	00002253	00000079
00000407	00002175	00000175
00000542	00002518	00000260
00000676	00002692	00000327
00000798	00002731	00000371
00000899	00002968	00000389
00000974	00003018	00000381
00001015	00002877	00000347
00001020	00002828	00000289
00000989	00002897	00000211
00000923	00002779	00000118
00000828	00002485	00000017
00000710	00002441	-0000087
00000577	00002228	-0000186
00000439	00002001	-0000273
00000306	00002080	-0000341
00000188	00001986	-0000385
00000094	00002024	-0000403
00000030	00001982	-0000393
00000001	00001864	-0000354
00000010	00002020	-0000290
00000055	00001998	-0000206
00000135	00002055	-0000106
00000242	00002100	00000003
00000369	00002025	00000113
00000507	00002345	00000215
00000646	00002512	00000303
00000775	00002550	00000369
00000884	00002781	00000409
00000965	00002840	00000419
00001012	00002725	00000398
00001021	00002640	00000347
00000992	00002717	00000270
00000926	00002624	00000172
00000829	00002369	00000061
00000708	00002282	-0000055
00000571	00002109	-0000167
00000430	00001822	-0000267
00000294	00001927	-0000348
00000175	00001872	-0000404
00000082	00001871	-0000429
00000022	00001866	-0000422
00000000	00001693	-0000383
00000017	00001866	-0000316
00000072	00001882	-0000225
00000162	00001907	-0000116
00000279	00001993	00000002
00000414	00001926	00000120
00000557	00002230	00000230
00000697	00002441	00000323
00000822	00002496	00000392
00000923	00002719	00000433
00000991	00002827	00000441
00001021	00002761	00000415
00001011	00002578	00000357
00000961	00002705	00000271
00000875	00002664	00000163
00000760	00002456	00000041
00000625	00002352	-0000084
00000481	00002231	-0000202
00000338	00001957	-0000306
00000210	00002065	-0000388
00000106	00002059	-0000439
00000034	00002023	-0000456
00000001	00002061	-0000437
00000010	00001911	-0000383
00000059	00002021	-0000299
00000145	00002085	-0000191
00000262	00002096	-0000066
00000399	00002243	00000064
00000545	00002213	00000190
00000689	00002519	00000302
00000818	00002793	00000389
00000922	00002880	00000446
00000991	00003096	00000468
00001022	00003227	00000452
00001009	00003147	00000399
00000955	00002960	00000313
00000864	00003119	00000201
00000743	00003071	00000073
00000603	00002813	-0000061
00000454	00002839	-0000191
00000311	00002677	-0000307
00000184	00002514	-0000398
00000084	00002678	-0000456
00000021	00002611	-0000477
00000000	00002664	-0000459
00000022	00002630	-0000403
00000085	00002442	-0000313
00000186	00002683	-0000197
00000314	00002685	-0000065
00000460	00002848	00000073
00000610	00002952	00000206
00000751	00002971	00000323
00000872	00003436	00000413
00000962	00003654	00000470
00001013	00003729	00000488
00001020	00003994	00000464
00000983	00003974	00000401
00000904	00003663	00000305
00000791	00003889	00000183
00000653	00003908	00000044
00000502	00003638	-0000099
00000353	00003720	-0000234
00000217	00003554	-0000350
00000107	00003380	-0000436
00000032	00003618	-0000484
00000000	00003534	-0000490
00000014	00003603	-0000454
00000072	00003552	-0000378
00000170	00003311	-0000269
00000298	00003635	-0000136
00000445	00003628	00000010
00000599	00003858	00000156
00000744	00003966	00000288
00000869	00003979	00000396
00000962	00004537	00000470
00001013	00004744	00000503
00001019	00004836	00000491
00000979	00005088	00000436
00000896	00004947	00000343
00000777	00004711	00000220
00000634	00005009	00000078
00000480	00004917	-0000072
00000328	00004801	-0000216
00000193	00004828	-0000341
00000087	00004449	-0000436
00000021	00004697	-0000492
00000000	00004807	-0000504
00000026	00004647	-0000472
00000098	00004800	-0000398
00000208	00004497	-0000288
00000347	00004668	-0000151
00000501	00004873	00000001
00000657	00004883	00000152
00000798	00005216	00000289
00000913	00005085	00000401
00000990	00005577	00000477
00001022	00006005	00000511
00001005	00005935	00000498
00000941	00006319	00000440
00000836	00006288	00000341
00000700	00005738	00000209
00000546	00006240	00000059
00000388	00006266	-0000096
00000242	00006050	-0000243
00000121	00006207	-0000367
00000038	00005825	-0000458
00000001	00005972	-0000506
00000013	00006198	-0000506
00000074	00005889	-0000459
00000177	00006163	-0000369
00000312	00005848	-0000244
00000468	00005913	-0000095
00000627	00006249	00000063
00000776	00006160	00000215
00000898	00006634	00000347
00000983	00006505	00000447
00001021	00006896	00000505
00001009	00007444	00000515
00000947	00007351	00000476
00000842	00007726	00000392
00000704	00007678	00000271
00000547	00006997	00000124
00000386	00007663	-0000035
00000237	00007680	-0000191
00000116	00007529	-0000329
00000034	00007680	-0000435
00000000	00007146	-0000498
00000018	00007478	-0000513
00000085	00007666	-0000477
00000195	00007359	-0000395
00000338	00007599	-0000275
00000498	00007103	-0000128
00000660	00007405	00000031
00000807	00007714	00000188
00000923	00007721	00000328
00000998	00008170	00000434
00001022	00007859	00000497
00000995	00000248	00000511
00000917	00000503	00000473
00000797	00000727	00000389
00000648	00000886	00000267
00000484	00000956	00000119
00000323	00001021	-0000041
00000182	00001050	-0000197
00000074	00000984	-0000334
00000012	00001020	-0000437
00000002	00001054	-0000495
00000046	00000996	-0000502
00000138	00001011	-0000459
00000269	00000905	-0000370
00000427	00000770	-0000243
00000593	00000670	-0000091
00000750	00000550	00000069
00000883	00000556	00000222
00000976	00000734	00000351
00001020	00001004	00000443
00001009	00001179	00000490
00000946	00001528	00000487
00000836	00001757	00000433
00000690	00001830	00000334
00000526	00001957	00000201
00000360	00001995	00000047
00000210	00001863	-0000111
00000092	00001944	-0000257
00000019	00002002	-0000377
00000000	00001919	-0000456
00000036	00001995	-0000487
00000124	00001869	-0000466
00000254	00001799	-0000396
00000413	00001787	-0000285
00000582	00001622	-0000143
00000743	00001581	00000014
00000880	00001547	00000168
00000975	00001745	00000303
00001020	00001978	00000405
00001008	00002210	00000464
00000942	00002314	00000474
00000827	00002718	00000433
00000678	00002879	00000345
00000509	00002896	00000220
00000341	00003032	00000073
00000192	00002901	-0000082
00000078	00002874	-0000228
00000012	00003035	-0000349
00000003	00002922	-0000431
00000050	00003016	-0000465
00000150	00002905	-0000449
00000291	00002679	-0000384
00000456	00002775	-0000277
00000628	00002555	-0000140
00000787	00002545	00000013
00000914	00002314	00000164
00000996	00002580	00000296
00001022	00002681	00000395
00000990	00003019	00000450
00000903	00003133	00000455
00000771	00003279	00000409
00000609	00003632	00000317
00000435	00003642	00000190
00000270	00003738	00000042
00000133	00003740	-0000110
00000039	00003402	-0000249
00000000	00003730	-0000358
00000021	00003750	-0000425
00000098	00003673	-0000443
00000224	00003691	-0000411
00000383	00003341	-0000332
00000558	00003348	-0000217
00000727	00003255	-0000078
00000871	00003064	00000070
00000973	00002974	00000209
00001020	00002894	00000323
00001007	00003185	00000399
00000936	00003290	00000429
00000814	00003581	00000409
00000656	00003487	00000341
00000480	00003799	00000233
00000308	00003978	00000099
00000161	00003839	-0000045
00000055	00004021	-0000184
00000003	00003837	-0000301
00000013	00003814	-0000383
00000082	00004010	-0000420
00000204	00003832	-0000407
00000362	00003871	-0000346
00000539	00003663	-0000245
00000712	00003235	-0000116
00000861	00003302	00000027
00000968	00003002	00000166
00001019	00002973	00000284
00001008	00002708	00000368
00000937	00002986	00000408
00000813	00003077	00000399
00000652	00003294	00000342
